,Independent Variable (x),Independent Variable (y)
0,0.749080237694725,6.278669898770909
1,1.9014286128198323,10.340696249723278
2,1.4639878836228102,8.706319631944757
3,1.1973169683940732,8.100521596346923
4,0.31203728088487304,5.8436783165807125
5,0.3119890406724053,5.18525935116609
6,0.11616722433639892,4.758884596044826
7,1.7323522915498704,9.952608013192659
8,1.2022300234864176,7.8354882359508755
9,1.416145155592091,8.325415376605067
10,0.041168988591604894,4.413258418688582
11,1.9398197043239886,9.980680400225971
12,1.6648852816008435,9.924353497145104
13,0.4246782213565523,6.082155043634073
14,0.36364993441420124,5.724353559753027
15,0.36680901970686763,5.9718876493083215
16,0.6084844859190754,6.629125534656341
17,1.0495128632644757,7.335108648679463
18,0.8638900372842315,7.484229110342673
19,0.5824582803960838,6.286717083103902
20,1.223705789444759,8.478557523498338
21,0.27898772130408367,5.733054463835744
22,0.5842892970704363,6.070871366183173
23,0.7327236865873834,6.308222984289827
24,0.9121399684340719,6.964355067844156
25,1.5703519227860272,9.138163556984338
26,0.39934756431671947,6.016057458872652
27,1.0284688768272232,7.946137213738012
28,1.184829137724085,7.561439543703445
29,0.09290082543999545,4.789449778897552
30,1.2150897038028767,8.06268011455741
31,0.34104824737458306,5.245252552594479
32,0.13010318597055903,4.51017492524536
33,1.8977710745066665,10.03092839492363
34,1.9312640661491187,10.736701902359876
35,1.6167946962329223,9.173587020719523
36,0.6092275383467414,6.3464732367835905
37,0.19534422801276774,5.28905164293348
38,1.3684660530243138,8.469027761452235
39,0.8803049874792026,7.612697045158568
40,0.24407646968955765,5.694676704010783
41,0.9903538202225404,7.222843756492985
42,0.06877704223043679,4.703579632583696
43,1.8186408041575641,9.756800722289462
44,0.5175599632000338,5.837520383977569
45,1.325044568707964,8.012020653478425
46,0.6234221521788219,6.479830790516362
47,1.0401360423556216,7.623087150295726
48,1.0934205586865593,7.331740427309668
49,0.3697089110510541,5.387773197389773
50,1.9391692555291171,10.725773652554004
51,1.550265646722229,8.89035883083366
52,1.8789978831283782,9.781888521476358
53,1.7896547008552977,9.858416862843457
54,1.1957999576221703,8.573050326977112
55,1.8437484700462337,9.773300681650202
56,0.176985004103839,5.2030905597173955
57,0.3919657248382904,5.937516789843588
58,0.09045457782107613,4.509001277455629
59,0.6506606615265287,6.680198333191445
60,0.777354579378964,6.699846870856145
61,0.5426980635477918,6.260400021236955
62,1.6574750183038587,9.60595476567247
63,0.7135066533871786,6.676294644236294
64,0.5618690193747615,5.775896828178693
65,1.085392166316497,8.091478994538729
66,0.2818484499495253,5.166325414820312
67,1.6043939615080793,8.99970039492409
68,0.14910128735954165,4.4880790036333895
69,1.9737738732010346,10.512214562791346
70,1.5444895385933148,9.311032977622228
71,0.3974313630683448,5.208881918132891
72,0.011044234247204798,4.5452257610408955
73,1.6309228569096683,9.119264345926942
74,1.4137146876952342,8.886316853495153
75,1.4580143360819746,8.548409437250914
76,1.5425406933718915,9.31855981821814
77,0.14808930346818072,4.831003256705079
78,0.7169314570885452,7.08752436000237
79,0.23173811905025943,4.832735301296772
80,1.726206851751187,9.51968690630382
81,1.2465962536551158,7.853262282205937
82,0.6617960497052984,6.910081767394458
83,0.12711670057204727,5.258689455097123
84,0.6219646434313244,6.123835558009128
85,0.6503666440534941,6.611083978194661
86,1.4592123566761281,9.194859270229601
87,1.2751149427104262,8.380545639730741
88,1.774425485152653,9.852927033813966
89,0.9444298503238986,7.0751418418721475
90,0.2391884918766034,4.810668243435709
91,1.42648957444599,9.176684481291296
92,1.5215700972337949,9.465128348864715
93,1.1225543951389925,8.000764642690244
94,1.541934359909122,8.964832870776066
95,0.9875911927287815,7.311983152799005
96,1.0454656587639881,7.862352655162203
97,0.8550820367170993,7.462356370103875
98,0.05083825348819038,5.039601184729689
99,0.2157828539866089,5.427224107817451
